week,staff_id,staff_name,role,service,present,roster_staff_id,is_off_roster
30,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
31,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
32,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
33,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
34,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
35,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
36,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
37,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
38,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
39,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
40,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
41,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
42,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
43,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
44,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
45,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
46,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
47,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
48,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
49,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
50,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
51,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,0,STF-d77b1013,0
52,STF-40a56cae,Christopher Bass,nursing_assistant,general_medicine,1,STF-d77b1013,0
1,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
2,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
3,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
4,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
5,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
6,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
7,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
8,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
9,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
10,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
11,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
12,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
13,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
14,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
15,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
16,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
17,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
18,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
19,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
20,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
21,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
22,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
23,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
24,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
25,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
26,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
27,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
28,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
29,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
30,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
31,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
32,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
33,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
34,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
35,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
36,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
37,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
38,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
39,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
40,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
41,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
42,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
43,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
44,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
45,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
46,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
47,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
48,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
49,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
50,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
51,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,0,STF-a94474ff,0
52,STF-63bcaa58,Lisa Archer,nursing_assistant,general_medicine,1,STF-a94474ff,0
1,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
2,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
3,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
4,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
5,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
6,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
7,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
8,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
9,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
10,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
11,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
12,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
13,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
14,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
15,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
16,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
17,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
18,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
19,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
20,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
21,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
22,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
23,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
24,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
25,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
26,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
27,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
28,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
29,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
30,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
31,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
32,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
33,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
34,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
35,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
36,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
37,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
38,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
39,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
40,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
41,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
42,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
43,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
44,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
45,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
46,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
47,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
48,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
49,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
50,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
51,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,0,STF-3c9039fc,0
52,STF-8d812ffa,Aimee Montoya,nursing_assistant,general_medicine,1,STF-3c9039fc,0
1,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
2,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
3,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
4,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
5,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
6,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
7,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
8,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
9,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
10,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
11,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
12,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
13,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
14,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
15,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
16,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
17,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
18,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
19,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
20,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
21,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
22,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
23,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
24,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
25,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
26,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
27,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
28,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
29,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
30,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
31,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
32,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
33,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
34,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
35,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
36,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
37,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
38,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
39,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
40,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
41,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
42,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
43,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
44,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
45,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
46,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
47,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
48,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
49,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
50,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
51,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,STF-cacb7290,0
52,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,STF-cacb7290,0
1,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
2,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
3,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
4,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
5,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
6,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
7,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
8,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
9,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
10,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
11,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
12,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
13,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
14,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
15,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
16,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
17,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
18,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
19,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
20,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
21,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
22,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
23,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
24,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
25,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
26,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
27,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
28,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
29,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
30,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
31,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
32,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
33,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
34,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
35,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
36,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
37,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
38,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
39,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
40,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
41,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
42,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
43,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
44,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
45,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
46,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
47,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
48,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
49,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
50,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
51,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,STF-446cb017,0
52,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,STF-446cb017,0
1,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
2,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
3,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
4,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
5,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
6,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
7,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
8,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
9,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
10,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
11,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
12,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
13,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
14,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
15,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
16,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
17,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
18,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
19,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
20,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
21,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
22,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
23,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
24,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
25,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
26,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
27,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
28,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
29,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
30,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
31,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
32,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
33,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
34,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
35,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
36,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
37,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
38,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
39,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
40,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
41,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
42,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
43,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
44,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
45,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
46,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
47,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
48,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
49,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,STF-0196d344,0
50,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
51,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
52,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,STF-0196d344,0
1,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
2,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
3,STF-84efb3e5,Christina Walters,doctor,ICU,0,STF-1b299895,0
4,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
5,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
6,STF-84efb3e5,Christina Walters,doctor,ICU,0,STF-1b299895,0
7,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
8,STF-84efb3e5,Christina Walters,doctor,ICU,0,STF-1b299895,0
9,STF-84efb3e5,Christina Walters,doctor,ICU,0,STF-1b299895,0
10,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
11,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
12,STF-84efb3e5,Christina Walters,doctor,ICU,0,STF-1b299895,0
13,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
14,STF-84efb3e5,Christina Walters,doctor,ICU,0,STF-1b299895,0
15,STF-84efb3e5,Christina Walters,doctor,ICU,0,STF-1b299895,0
16,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
17,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
18,STF-84efb3e5,Christina Walters,doctor,ICU,0,STF-1b299895,0
19,STF-84efb3e5,Christina Walters,doctor,ICU,1,STF-1b299895,0
